No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
340,Slakoth,Normal,,3,2,4,1,3,2,4,1,3,1,3,Truant,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
341,Vigoroth,Normal,,4,2,5,2,5,2,5,2,4,2,4,Vital Spirit,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
342,Slaking,Normal,,8,4,8,3,6,3,6,2,5,2,4,Truant,,,,,,Ace,,,,,,,,,,,,,,,,,,
343,Nincada,Bug,Ground,3,2,4,1,3,2,5,1,3,1,3,Compound Eyes,,Run Away,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
344,Ninjask,Bug,Flying,4,2,5,4,8,2,4,2,4,2,4,Speed Boost,,Infiltrator,,,,Amateur,,,,,,,,,,,,,,,,,,
345,Shedinja,Bug,Ghost,1,2,5,1,3,2,4,1,3,1,3,Wonder Guard,,,,,,Ace,N,,,,,,,,,,,,,,,,,
346,Whismur,Normal,,3,2,4,1,3,1,3,2,5,1,3,Soundproof,Amplifier,Rattled,,Yes,,Starter,,,,,,,,,,,,,,,,,,
347,Loudred,Normal,,4,2,5,2,4,1,3,2,5,1,3,Soundproof,Amplifier,Scrappy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
348,Exploud,Normal,,6,2,5,2,4,1,4,2,5,2,5,Soundproof,Amplifier,Scrappy,,,,Ace,,,,,,,,,,,,,,,,,,
349,Makuhita,Fighting,,3,2,4,1,3,1,3,1,3,1,3,Thick Fat,Guts,Sheer Force,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
350,Hariyama,Fighting,,7,3,7,2,4,2,4,1,3,2,4,Thick Fat,Guts,Sheer Force,,,,Amateur,,,,,,,,,,,,,,,,,,
351,Azurill,Normal,Fairy,3,1,3,1,3,1,3,1,3,1,3,Thick Fat,Huge Power,Sap Sipper,,Yes,,Starter,,,,,,,,,,,,,,,,,,
352,Nosepass,Rock,,3,2,4,1,3,3,7,2,4,2,5,Sturdy,Magnet Pull,Sand Force,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
353,Skitty,Normal,,3,2,4,2,5,2,4,1,3,1,3,Cute Charm,Normalize,Wonder Skin,,Yes,,Starter,,,,,,,,,,,,,,,,,,
354,Delcatty,Normal,,4,2,4,2,5,2,4,2,4,2,4,Cute Charm,Normalize,Wonder Skin,,,,Beginner,,,,,,,,,,,,,,,,,,
355,Sableye,Dark,Ghost,4,2,5,2,4,2,5,2,4,2,4,Keen Eye,Stall,Prankster,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
356,Mega-Sableye,Dark,Ghost,5,2,5,1,2,3,7,3,6,3,7,Magic Bounce,,,,,,Ace,,,,,,,,,,,,,,,,,,
357,Mawile,Steel,Fairy,4,2,5,2,4,2,5,2,4,2,4,Hyper Cutter,Intimidate,Sheer Force,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
358,Mega-Mawile,Steel,Fairy,5,3,6,2,4,3,7,2,4,3,6,Huge Power,,,,,,Ace,,,,,,,,,,,,,,,,,,
359,Aron,Steel,Rock,3,2,5,1,3,3,6,1,3,1,3,Sturdy,Rock Head,Heavy Metal,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
360,Lairon,Steel,Rock,4,2,5,1,3,3,7,2,4,2,4,Sturdy,Rock Head,Heavy Metal,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
361,Aggron,Steel,Rock,5,3,6,2,4,4,9,2,4,2,4,Sturdy,Rock Head,Heavy Metal,,,Yes,Pro,,,,,,,,,,,,,,,,,,
362,Mega-Aggron,Steel,,6,3,7,2,4,5,11,2,4,2,5,Filter,,,,,,Master,,,,,,,,,,,,,,,,,,
363,Meditite,Fighting,Psychic,3,1,3,2,4,2,4,1,3,2,4,Pure Power,,Telepathy,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
364,Medicham,Fighting,Psychic,4,2,4,2,5,2,5,2,4,2,5,Pure Power,,Telepathy,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
365,Mega-Medicham,Fighting,Psychic,5,3,6,3,6,3,6,2,5,3,6,Pure Power,,,,,,Ace,,,,,,,,,,,,,,,,,,
366,Electrike,Electric,,3,2,4,2,4,1,3,2,4,1,3,Static,Lightning Rod,Minus,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
367,Manectric,Electric,,4,2,5,3,6,2,4,3,6,2,4,Static,Lightning Rod,Minus,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
368,Mega-Manectric,Electric,,5,2,5,3,7,2,5,3,7,2,5,Intimidate,,,,,,Ace,,,,,,,,,,,,,,,,,,
369,Plusle,Electric,,4,2,4,3,6,1,3,2,5,2,5,Plus,,Lightning Rod,,,,Starter,,,,,,,,,,,,,,,,,,
370,Minun,Electric,,4,1,3,3,6,2,4,2,5,2,5,Minus,,Volt Absorb,,,,Starter,,,,,,,,,,,,,,,,,,
371,Volbeat,Bug,,4,2,5,2,5,2,5,2,4,2,5,Illuminate,Swarm,Prankster,,,,Beginner,M,,,,,,,,,,,,,,,,,
372,Illumise,Bug,,4,2,4,2,5,2,5,2,5,2,5,Oblivious,Tinted Lens,Prankster,,,,Beginner,F,,,,,,,,,,,,,,,,,
373,Roselia,Grass,Poison,4,2,4,2,4,2,4,3,6,2,5,Natural Cure,Poison Point,Leaf Guard,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
374,Gulpin,Poison,,3,1,3,1,3,2,4,1,3,2,4,Liquid Ooze,Sticky Hold,Gluttony,,Yes,,Starter,,,,,,,,,,,,,,,,,,
375,Swalot,Poison,,5,2,5,2,4,2,5,2,5,2,5,Liquid Ooze,Sticky Hold,Gluttony,,,,Amateur,,,,,,,,,,,,,,,,,,
376,Carvanha,Water,Dark,3,2,5,2,4,1,3,2,4,1,3,Rough Skin,,Speed Boost,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
377,Sharpedo,Water,Dark,4,3,7,3,6,1,3,3,6,1,3,Rough Skin,,Speed Boost,,,Yes,Ace,,,,,,,,,,,,,,,,,,
378,Mega-Sharpedo,Water,Dark,5,4,8,3,6,2,5,3,6,2,4,Strong Jaw,,,,,,Pro,,,,,,,,,,,,,,,,,,
379,Wailmer,Water,,5,2,5,2,4,1,3,2,5,1,3,Water Veil,Oblivious,Pressure,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
380,Wailord,Water,,11,2,5,2,4,2,4,2,5,2,4,Water Veil,Oblivious,Pressure,,,,Ace,,,,,,,,,,,,,,,,,,
381,Numel,Fire,Ground,3,2,4,1,3,1,3,2,4,2,4,Oblivious,Simple,Own Tempo,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
382,Camerupt,Fire,Ground,4,3,6,1,3,2,5,3,6,2,5,Magma Armor,Solid Rock,Anger Point,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
383,Mega-Camerupt,Fire,Ground,5,3,7,1,2,3,6,4,8,3,6,Sheer Force,,,,,,Ace,,,,,,,,,,,,,,,,,,
384,Torkoal,Fire,,4,2,5,1,3,3,7,2,5,2,5,White Smoke,Drought,Shell Armor,,,,Amateur,,,,,,,,,,,,,,,,,,
385,Spoink,Psychic,,3,1,3,2,4,1,3,2,5,2,5,Thick Fat,Own Tempo,Gluttony,,Yes,,Starter,,,,,,,,,,,,,,,,,,
386,Grumpig,Psychic,,4,2,4,2,5,2,4,2,5,3,6,Thick Fat,Own Tempo,Gluttony,,,,Amateur,,,,,,,,,,,,,,,,,,
387,Spinda,Normal,,4,2,4,2,4,2,4,2,4,2,4,Own Tempo,Tangled Feet,Contrary,,,,Beginner,,,,,,,,,,,,,,,,,,
388,Trapinch,Ground,,3,3,6,1,2,2,4,2,4,2,4,Hyper Cutter,Arena Trap,Sheer Force,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
389,Vibrava,Ground,Dragon,4,3,6,2,4,2,4,2,4,2,4,Levitate,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
390,Flygon,Ground,Dragon,5,3,6,3,6,2,5,2,5,2,5,Levitate,,,,,Yes,Ace,,,,,,,,,,,,,,,,,,
391,Cacnea,Grass,,3,2,5,1,3,1,3,2,5,1,3,Sand Veil,,Water Absorb,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
392,Cacturne,Grass,Dark,4,3,6,2,4,2,4,3,6,2,4,Sand Veil,,Water Absorb,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
393,Swablu,Normal,Flying,3,1,3,2,4,2,4,1,3,2,5,Natural Cure,,Cloud Nine,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
394,Altaria,Dragon,Flying,4,2,5,2,5,2,5,2,5,3,6,Natural Cure,,Cloud Nine,,,Yes,Ace,,,,,,,,,,,,,,,,,,
395,Mega-Altaria,Dragon,Fairy,5,3,6,2,5,3,6,3,6,3,6,Pixilate,,,,,,Pro,,,,,,,,,,,,,,,,,,
396,Zangoose,Normal,,4,3,6,2,5,2,4,2,4,2,4,Immunity,,Toxic Boost,,,,Amateur,,,,,,,,,,,,,,,,,,
397,Seviper,Poison,,4,3,6,2,4,2,4,3,6,2,4,Shed Skin,,Infiltrator,,,,Amateur,,,,,,,,,,,,,,,,,,
398,Lunatone,Rock,Psychic,4,2,4,2,5,2,4,3,6,2,5,Levitate,,Noctem,,,,Amateur,N,,,,,,,,,,,,,,,,,
399,Solrock,Rock,Psychic,4,3,6,2,5,2,5,2,4,2,4,Levitate,,,,,,Amateur,N,,,,,,,,,,,,,,,,,
400,Barboach,Water,Ground,3,2,4,2,4,1,3,2,4,1,3,Oblivious,Anticipation,Hydration,,Yes,,Starter,,,,,,,,,,,,,,,,,,
401,Whiscash,Water,Ground,5,2,5,2,4,2,5,2,5,2,5,Oblivious,Anticipation,Hydration,,,,Amateur,,,,,,,,,,,,,,,,,,
402,Corphish,Water,,3,2,5,1,3,2,4,2,4,1,3,Hyper Cutter,Shell Armor,Adaptability,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
403,Crawdaunt,Water,Dark,4,3,7,2,4,2,5,2,5,2,4,Hyper Cutter,Shell Armor,Adaptability,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
404,Baltoy,Ground,Psychic,3,1,3,2,4,2,4,1,3,2,5,Levitate,,,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
405,Claydol,Ground,Psychic,4,2,5,2,5,3,6,2,5,3,6,Levitate,,,,,,Ace,N,,,,,,,,,,,,,,,,,
406,Lileep,Rock,Grass,3,1,3,1,3,2,5,2,4,2,5,Suction Cups,,Storm Drain,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
407,Cradily,Rock,Grass,4,2,5,1,3,3,6,2,5,3,6,Suction Cups,,Storm Drain,,,,Amateur,,,,,,,,,,,,,,,,,,
408,Anorith,Rock,Bug,3,3,6,2,5,2,4,1,3,2,4,Battle Armor,,Swift Swim,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
409,Armaldo,Rock,Bug,4,3,7,2,4,3,6,2,5,2,5,Battle Armor,,Swift Swim,,,,Ace,,,,,,,,,,,,,,,,,,
410,Feebas,Water,,3,1,2,2,5,1,3,1,2,2,4,Swift Swim,Oblivious,Adaptability,,Yes,,Starter,,,,,,,,,,,,,,,,,,
411,Milotic,Water,,7,2,4,2,5,2,5,3,6,3,6,Marvel Scale,Competitive,Cute Charm,,,Yes,Ace,,,,,,,,,,,,,,,,,,
412,Castform,Normal,,4,2,5,2,5,2,5,2,5,2,5,Forecast,,,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
413,Kecleon,Normal,,4,2,5,1,3,2,5,2,4,3,7,Color Change,,Protean,,,,Amateur,,,,,,,,,,,,,,,,,,
414,Shuppet,Ghost,,3,2,5,2,4,1,3,2,4,1,3,Insomnia,Frisk,Cursed Body,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
415,Banette,Ghost,,4,3,6,2,4,2,4,2,5,2,5,Insomnia,Frisk,Cursed Body,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
416,Mega-Banette,Ghost,,5,4,8,2,5,2,5,3,6,2,5,Prankster,,,,,,Ace,,,,,,,,,,,,,,,,,,
417,Duskull,Ghost,,3,1,3,1,3,2,5,1,3,2,5,Levitate,,Frisk,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
418,Dusclops,Ghost,,4,2,5,1,3,3,7,2,4,3,7,Levitate,,Frisk,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
419,Tropius,Grass,Flying,5,2,4,2,4,2,5,2,5,2,5,Chlorophyll,Solar Power,Harvest,,,,Amateur,,,,,,,,,,,,,,,,,,
420,Chimecho,Psychic,,4,2,4,2,4,2,5,3,6,2,5,Levitate,,,,,,Amateur,,,,,,,,,,,,,,,,,,
421,Absol,Dark,,4,3,7,2,5,2,4,2,5,2,4,Pressure,Super Luck,Justified,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
422,Mega-Absol,Dark,,5,4,8,3,6,2,4,3,6,2,4,Magic Bounce,,,,,,Ace,,,,,,,,,,,,,,,,,,
423,Wynaut,Psychic,,3,1,3,1,3,2,4,1,3,2,4,Shadow Tag,,Telepathy,,Yes,,Starter,,,,,,,,,,,,,,,,,,
424,Snorunt,Ice,,3,2,4,2,4,2,4,2,4,2,4,Inner Focus,Ice Body,Moody,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
425,Glalie,Ice,,4,2,5,2,5,2,5,2,5,2,5,Inner Focus,Ice Body,Moody,,,,Amateur,,,,,,,,,,,,,,,,,,
426,Mega-Glalie,Ice,,5,3,7,3,6,2,5,3,7,2,5,Refrigerate,,Moody,,,,Ace,,,,,,,,,,,,,,,,,,
427,Spheal,Ice,Water,3,1,3,1,3,2,4,2,4,2,4,Thick Fat,Ice Body,Oblivious,,Yes,,Starter,,,,,,,,,,,,,,,,,,
428,Sealeo,Ice,Water,4,2,4,2,4,2,5,2,5,2,5,Thick Fat,Ice Body,Oblivious,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
429,Walrein,Ice,Water,6,2,5,2,4,3,6,3,6,2,5,Thick Fat,Ice Body,Oblivious,,,,Ace,,,,,,,,,,,,,,,,,,
430,Clamperl,Water,,3,2,4,1,3,2,5,2,5,2,4,Swift Swim,,Rattled,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
431,Huntail,Water,,4,3,6,2,4,3,6,3,6,2,5,Swift Swim,,Water Veil,,,,Amateur,,,,,,,,,,,,,,,,,,
432,Gorebyss,Water,,4,2,5,2,4,3,6,3,6,2,5,Swift Swim,,Hydration,,,,Amateur,,,,,,,,,,,,,,,,,,
433,Relicanth,Water,Rock,5,2,5,2,4,3,7,2,4,2,4,Swift Swim,Rock Head,Sturdy,,,,Amateur,,,,,,,,,,,,,,,,,,
434,Luvdisc,Water,,4,1,3,3,6,2,4,1,3,2,4,Swift Swim,,Hydration,,,,Beginner,,,,,,,,,,,,,,,,,,
435,Bagon,Dragon,,3,2,5,2,4,2,4,1,3,1,3,Rock Head,,Sheer Force,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
436,Shelgon,Dragon,,4,3,6,2,4,3,6,2,4,2,4,Rock Head,,Overcoat,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
437,Salamence,Dragon,Flying,5,3,7,3,6,2,5,3,6,2,5,Intimidate,,Moxie,,,Yes,Pro,,,,,,,,,,,,,,,,,,
438,Mega-Salamence,Dragon,Flying,6,4,8,3,7,3,7,3,7,2,5,Aerilate,,,,,,Master,,,,,,,,,,,,,,,,,,
439,Beldum,Steel,Psychic,3,2,4,1,3,2,5,1,3,2,4,Clear Body,,Light Metal,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
440,Metang,Steel,Psychic,4,2,5,2,4,3,6,2,4,2,5,Clear Body,,Light Metal,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
441,Metagross,Steel,Psychic,5,3,7,2,5,3,7,3,6,2,5,Clear Body,,Light Metal,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
442,Mega-Metagross,Steel,Psychic,6,4,8,3,6,4,8,3,6,3,6,Tough Claws,,,,,,Master,N,,,,,,,,,,,,,,,,,
443,Regirock,Rock,,4,6,6,4,4,10,10,4,4,6,6,Clear Body,,Sturdy,,,,Master,N,,,,,,,,,,,,,,,,,
444,Regice,Ice,,4,4,4,4,4,6,6,6,6,10,10,Clear Body,,Ice Body,,,,Master,N,,,,,,,,,,,,,,,,,
445,Registeel,Steel,,4,5,5,4,4,8,8,5,5,8,8,Clear Body,,Light Metal,,,,Master,N,,,,,,,,,,,,,,,,,
446,Latias,Dragon,Psychic,4,5,5,6,6,5,5,6,6,7,7,Levitate,,,,,Yes,Master,F,,,,,,,,,,,,,,,,,
447,Mega-Latias,Dragon,Psychic,5,6,6,6,6,7,7,7,7,8,8,Levitate,,,,,,Master,F,,,,,,,,,,,,,,,,,
448,Latios,Dragon,Psychic,4,5,5,6,6,5,5,7,7,6,6,Levitate,,,,,Yes,Master,M,,,,,,,,,,,,,,,,,
449,Mega-Latios,Dragon,Psychic,5,7,7,6,6,6,6,8,8,7,7,Levitate,,,,,,Master,M,,,,,,,,,,,,,,,,,
450,Kyogre,Water,,6,6,6,5,5,5,5,8,8,7,7,Drizzle,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
451,Primal Kyogre,Water,,10,8,8,5,5,5,5,9,9,8,8,Primordial Sea,,,,,,Master,N,,,,,,,,,,,,,,,,,
452,Groudon,Ground,,5,8,8,5,5,7,7,6,6,5,5,Drought,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
453,Primal Groudon,Ground,Fire,7,9,9,5,5,8,8,8,8,5,5,Desolate Land,,,,,,Master,N,,,,,,,,,,,,,,,,,
454,Rayquaza,Dragon,Flying,8,8,8,6,6,5,5,8,8,5,5,Air Lock,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
455,Mega-Rayquaza,Dragon,Flying,11,9,9,6,6,6,6,9,9,6,6,Delta Stream,,,,,,Master,N,,,,,,,,,,,,,,,,,
456,Jirachi,Steel,Psychic,5,6,6,6,6,6,6,6,6,6,6,Serene Grace,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
457,Deoxys,Psychic,,4,8,8,8,8,4,4,8,8,4,4,Pressure,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
458,Attack Deoxys,Psychic,,4,10,10,8,8,2,2,10,10,2,2,Pressure,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
459,Defense Deoxys,Psychic,,4,5,5,5,5,9,9,5,5,9,9,Pressure,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
460,Speed Deoxys,Psychic,,4,6,6,10,10,5,5,6,6,5,5,Pressure,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
461,Turtwig,Grass,,3,2,4,1,3,2,4,2,4,2,4,Overgrow,,Shell Armor,,Yes,,Starter,,,,,,,,,,,,,,,,,,
462,Grotle,Grass,,4,2,5,1,3,2,5,2,4,2,4,Overgrow,,Shell Armor,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
463,Torterra,Grass,Ground,5,3,6,2,4,3,6,2,5,2,5,Overgrow,,Shell Armor,,,,Ace,,,,,,,,,,,,,,,,,,
464,Chimchar,Fire,,3,2,4,2,4,1,3,2,4,1,3,Blaze,,Iron Fist,,Yes,,Starter,,,,,,,,,,,,,,,,,,
465,Monferno,Fire,Fighting,4,2,5,2,5,2,4,2,5,2,4,Blaze,,Iron Fist,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
466,Infernape,Fire,Fighting,5,3,6,3,6,2,5,3,6,2,5,Blaze,,Iron Fist,,,,Ace,,,,,,,,,,,,,,,,,,
467,Piplup,Water,,3,2,4,1,3,2,4,2,4,2,4,Torrent,,Defiant,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
468,Prinplup,Water,,4,2,4,2,4,2,4,2,5,2,5,Torrent,,Defiant,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
469,Empoleon,Water,Steel,5,2,5,2,4,2,5,3,6,3,6,Torrent,,Defiant,,,,Ace,,,,,,,,,,,,,,,,,,
470,Starly,Normal,Flying,3,2,4,2,4,1,3,1,3,1,3,Keen Eye,,Reckless,,Yes,,Starter,,,,,,,,,,,,,,,,,,
471,Staravia,Normal,Flying,4,2,5,2,5,2,4,1,3,1,3,Intimidate,,Reckless,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
472,Staraptor,Normal,Flying,5,3,7,3,6,2,5,2,4,2,4,Intimidate,,Reckless,,,,Ace,,,,,,,,,,,,,,,,,,
473,Bidoof,Normal,,3,2,4,1,3,1,3,1,3,1,3,Simple,Unaware,Moody,,Yes,,Starter,,,,,,,,,,,,,,,,,,
474,Bibarel,Normal,Water,4,2,5,2,5,2,4,2,4,2,4,Simple,Unaware,Moody,,,,Beginner,,,,,,,,,,,,,,,,,,
475,Kricketot,Bug,,3,1,3,1,3,1,3,1,3,1,3,Shed Skin,,Run Away,,Yes,,Starter,,,,,,,,,,,,,,,,,,
476,Kricketune,Bug,,4,2,5,2,4,2,4,2,4,2,4,Swarm,,Technician,,,,Beginner,,,,,,,,,,,,,,,,,,
477,Shinx,Electric,,3,2,4,2,4,1,3,1,3,1,3,Rivalry,Intimidate,Guts,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
478,Luxio,Electric,,4,2,5,2,4,2,4,2,4,2,4,Rivalry,Intimidate,Guts,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
479,Luxray,Electric,,5,3,7,2,5,2,5,3,6,2,5,Rivalry,Intimidate,Guts,,,,Ace,,,,,,,,,,,,,,,,,,
480,Budew,Grass,Poison,3,1,3,2,4,1,3,2,4,2,5,Natural Cure,Poison Point,Leaf Guard,,Yes,,Starter,,,,,,,,,,,,,,,,,,
481,Roserade,Grass,Poison,5,2,5,2,5,2,4,3,7,3,6,Natural Cure,Poison Point,Leaf Guard,,,,Amateur,,,,,,,,,,,,,,,,,,
482,Cranidos,Rock,,3,3,7,2,4,1,3,1,3,1,3,Mold Breaker,,Sheer Force,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
483,Rampardos,Rock,,4,4,8,2,4,2,4,2,4,2,4,Mold Breaker,,Sheer Force,,,,Ace,,,,,,,,,,,,,,,,,,
484,Shieldon,Rock,Steel,3,1,3,1,3,3,6,1,3,2,5,Sturdy,,Soundproof,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
485,Bastiodon,Rock,Steel,4,2,4,2,4,4,8,2,4,3,7,Sturdy,,Soundproof,,,,Ace,,,,,,,,,,,,,,,,,,
486,Burmy,Bug,,3,1,3,1,3,2,4,1,3,2,4,Shed Skin,,Overcoat,,Yes,Yes,Starter,,,,,,,,,,,,,,,,,,
487,Grass Wormadam,Bug,Grass,4,2,4,1,3,3,6,2,5,2,5,Anticipation,,Overcoat,,,Yes,Beginner,F,,,,,,,,,,,,,,,,,
488,Steel Wormadam,Bug,Steel,4,2,4,1,3,3,6,2,4,2,6,Speed Boost,Compound Eyes,Overcoat,,,Yes,Beginner,F,,,,,,,,,,,,,,,,,
489,Ground Wormadam,Bug,Ground,4,2,5,1,3,3,6,2,4,2,5,Speed Boost,Compound Eyes,Overcoat,,,Yes,Beginner,F,,,,,,,,,,,,,,,,,
490,Mothim,Bug,Flying,4,3,6,2,4,2,4,3,6,2,4,Swarm,,Tinted Lens,,,,Amateur,M,,,,,,,,,,,,,,,,,
491,Combee,Bug,Flying,3,1,3,2,5,1,3,1,3,1,3,Honey Gather,,Hustle,,Yes,,Starter,,,,,,,,,,,,,,,,,,
492,Vespiquen,Bug,Flying,4,2,5,2,4,3,6,2,5,3,6,Pressure,,Unnerve,,,,Ace,F,,,,,,,,,,,,,,,,,
493,Pachirisu,Electric,,4,2,4,3,6,2,5,2,4,2,5,Run Away,Pickup,Volt Absorb,,,,Beginner,,,,,,,,,,,,,,,,,,
494,Buizel,Water,,3,2,4,2,5,1,3,2,4,1,3,Swift Swim,,Water Veil,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
495,Floatzel,Water,,4,3,6,3,6,2,4,2,5,2,4,Swift Swim,,Water Veil,,,,Amateur,,,,,,,,,,,,,,,,,,
496,Cherubi,Grass,,3,1,3,1,3,2,4,2,4,2,4,Chlorophyll,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
497,Cherrim,Grass,,4,2,4,2,5,2,5,2,5,2,5,Flower Gift,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
498,Shellos,Water,,3,2,4,1,3,2,4,2,4,2,4,Sticky Hold,Storm Drain,Sand Force,,Yes,Yes,Beginner,,,,,,,,,,,,,,,,,,
499,Gastrodon,Water,Ground,6,2,5,1,3,2,4,2,5,2,5,Sticky Hold,Storm Drain,Sand Force,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
500,Ambipom,Normal,,4,3,6,3,6,2,4,2,4,2,4,Technician,Pickup,Skill Link,,,,Amateur,,,,,,,,,,,,,,,,,,
501,Drifloon,Ghost,Flying,3,2,4,2,5,1,3,2,4,2,4,Aftermath,Unburden,Flare Boost,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
502,Drifblim,Ghost,Flying,7,2,5,2,5,1,3,2,5,2,4,Aftermath,Unburden,Flare Boost,,,,Ace,,,,,,,,,,,,,,,,,,
503,Buneary,Normal,,3,2,4,2,5,1,3,1,3,2,4,Run Away,Klutz,Limber,,Yes,,Starter,,,,,,,,,,,,,,,,,,
504,Lopunny,Normal,,4,2,5,3,6,2,5,2,4,3,6,Cute Charm,Klutz,Limber,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
505,Mega-Lopunny,Normal,Fighting,5,3,7,3,7,3,6,2,4,3,6,Scrappy,,,,,Yes,Ace,,,,,,,,,,,,,,,,,,
506,Mismagius,Ghost,,4,2,4,3,6,2,4,3,6,3,6,Levitate,,,,,,Ace,,,,,,,,,,,,,,,,,,
507,Honchkrow,Dark,Flying,5,3,7,2,5,2,4,3,6,2,4,Insomnia,Super Luck,Moxie,,,,Amateur,,,,,,,,,,,,,,,,,,
508,Glameow,Normal,,3,2,4,2,5,1,3,1,3,1,3,Limber,Own Tempo,Keen Eye,,Yes,,Starter,,,,,,,,,,,,,,,,,,
509,Purugly,Normal,,4,2,5,3,6,2,4,2,4,2,4,Thick Fat,Own Tempo,Defiant,,,,Amateur,,,,,,,,,,,,,,,,,,
510,Chingling,Psychic,,3,1,3,2,4,2,4,2,4,2,4,Levitate,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
511,Stunky,Poison,Dark,3,2,4,2,4,2,4,1,3,1,3,Stench,Aftermath,Keen Eye,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
512,Skuntank,Poison,Dark,5,2,5,2,5,2,4,2,5,2,4,Stench,Aftermath,Keen Eye,,,,Amateur,,,,,,,,,,,,,,,,,,
513,Bronzor,Steel,Psychic,3,1,3,1,3,2,5,1,3,2,5,Levitate,Heatproof,Heavy Metal,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
514,Bronzong,Steel,Psychic,4,2,5,1,3,3,6,2,5,3,6,Levitate,Heatproof,Heavy Metal,,,,Ace,N,,,,,,,,,,,,,,,,,
515,Bonsly,Rock,,3,2,5,1,2,3,6,1,2,2,4,Sturdy,Rock Head,Rattled,,Yes,,Starter,,,,,,,,,,,,,,,,,,
